power,noise,ber,q_factor,wavelength,distance,label
-13.770501770192375,0.032199051668691574,3.6824337334369455e-07,12.18198003641998,1540,50.39665895430895,1
-19.439192930756384,0.08179868988558914,0.0004238028707547165,7.27408282284559,1555,99.04204775721938,2
-15.380441616478013,0.03823964693589613,9.841111306233406e-07,9.494101174057088,1555,69.30687880002674,1
-10.030909480459801,0.014891344431229962,1.4309158704079943e-10,17.46440618151134,1552,39.48110942817362,0
-9.424507727549852,0.007345432124673126,3.1885727275296917e-10,16.273074465075073,1540,5.072678116002843,0
-15.668716294413134,0.020101519597219324,6.361660525526128e-08,8.528676339632252,1552,58.29185599818082,1
-13.705373057346534,0.026624747476334483,2.031957646958617e-08,12.549021644750953,1555,57.349115315839114,1
-11.460512919983096,0.012928763021561634,4.180302371755067e-10,16.942082823174324,1552,27.07978635257891,0
-9.963945017872913,0.01050489900622921,4.30528533138083e-11,17.39995037267604,1540,23.84344654137516,0
-11.209329209358925,0.016461395003194722,1.7326171619777727e-10,14.928535651200624,1552,5.890650015326367,0
-13.449911394362282,0.019211419970896898,7.026127956646182e-11,14.037241163049416,1540,31.762525041493927,0
-17.096120225796366,0.0440047470999439,1.9207643639254262e-07,11.344758208803125,1550,66.145457796402,1
-13.460542865033478,0.0054714377853010135,1.8742210985555664e-10,15.257423924305307,1555,29.343063024914464,0
-16.08268582726154,0.029402400945610106,5.7699810893869885e-08,8.092740978622038,1550,51.2930540292777,1
-21.56091715091206,0.0576851172795792,2.5075634421323936e-05,5.780369314361449,1550,93.87957274594443,2
-9.016515730735115,0.01720955404259028,1.6999606806881994e-10,15.225014483146447,1555,27.95032853965797,0
-14.000259258538089,0.04942753184536496,7.298899886922112e-07,11.68456599318758,1540,70.90105692650377,1
-19.23037776111769,0.11269415172190704,1.8707610050416293e-05,4.568127840529248,1555,109.33535837460023,2
-16.942495197101064,0.02861009316527596,6.621299799677505e-07,10.514084245617628,1552,66.07894855691842,1
-11.175908430199014,0.012057576184884906,1.2471971712331407e-11,17.528192744030793,1550,29.924131971694734,0
-24.79638666987718,0.1151681039969991,0.0007036926951434598,7.745765266740255,1540,108.50645745254812,2
-13.148531336256237,0.030340194230376434,5.0102231295963375e-08,10.715062550071728,1555,46.684126556344545,1
-18.051091863966413,0.07215237320293498,0.00043299054797315704,4.986779770530287,1550,114.43161524121858,2
-11.712155761630141,0.009024232933092319,4.8311267977631e-10,15.254300528256124,1540,31.11892130225719,0
-13.400167385681787,0.04975394210137299,3.75491058833211e-08,11.486572701483647,1550,41.94133802918676,1
-20.822051764027435,0.10723454350834527,2.6670454776435667e-05,6.688463034158198,1555,118.83565036232474,2
-20.199945256151235,0.09006155100189767,0.00013345766972139357,6.858261002094542,1552,96.41262205895558,2
-19.580609383295695,0.07074184969129307,0.00011083124694214555,6.519367665474748,1540,89.74577325600337,2
-10.318855587357248,0.011546293980943895,2.1554791167378168e-10,14.377309705164175,1555,13.715305763818147,0
-15.55410019226482,0.02287927090088339,6.183508065313422e-08,10.573882110002268,1540,45.70573749426038,1
-10.99543997170457,0.010114378571533375,6.831815560913341e-10,15.626362149437888,1555,34.805801175647666,0
-17.821885671229506,0.02826787804311947,2.4381075225662646e-07,10.130180813697809,1552,50.770412658839106,1
-15.54344616243651,0.039655454410306025,1.4396463931518495e-07,8.700002413503713,1540,51.37681295615167,1
-20.886620250865665,0.07423266477867914,1.6486127791069025e-05,3.595313724312735,1555,98.05595356272269,2
-13.857307120364753,0.037091235517098003,4.093722467049391e-08,9.088995575582107,1552,62.38460023060305,1
-19.04919313970556,0.05668158751296593,0.00015894861507719185,6.712557665697432,1552,104.92374941311122,2
-17.555962602984792,0.03410636363492717,1.793011290587221e-08,8.401684674996824,1540,74.96438510872602,1
-10.04743196233176,0.011809382495717897,4.0116633724124294e-11,15.536076295859832,1552,21.900748694054524,0
-13.103120901667726,0.02531641724807282,4.487410885058065e-08,10.709404768863406,1555,62.648489779895726,1
-15.118455900554718,0.03452781288339839,4.919474693594953e-07,11.2226256783518,1555,64.29743283580659,1
-13.397690107773997,0.047060077984097046,8.019636058632067e-07,12.210543110646377,1555,49.76547283227625,1
-18.918336498579855,0.09860059947000623,3.6153479267943813e-06,3.155142212090161,1540,95.62059891114552,2
-16.742005151175874,0.028158953233342478,2.7627127687308254e-07,8.242752136044317,1552,43.64337659520206,1
-23.855842237133512,0.06763477592496497,1.2665395791150156e-05,3.3478059174320736,1555,115.98796028123313,2
-9.484860632535941,0.005762801354537317,5.334744274649955e-10,15.36379120657044,1555,27.3378545264214,0
-16.52518791918124,0.04321477390676992,5.771939321934949e-07,9.3056373077954,1550,76.01621274260269,1
-23.82726514319128,0.10750157720718236,1.0101517555099096e-05,6.529590552991374,1540,99.59545761159077,2
-13.955363463911043,0.03357600932087902,1.0306415140117134e-07,8.163275172971012,1555,44.58849288748733,1
-13.644098818409569,0.006342802951952635,7.371511524033045e-11,15.423172511283973,1540,33.87972064814967,0
-15.452990652345148,0.041759317266221015,9.936854404033102e-08,11.042455432818084,1552,67.9403952960524,1
-20.98296784902489,0.07610763489221138,0.00013870069708347708,6.369442560595666,1550,117.91150059151815,2
-13.003923625529735,0.018353225039542616,3.7568096685075454e-11,15.471143951024612,1540,33.81583004372513,0
-12.938571791657044,0.006733375650209476,4.708058450550209e-10,16.00986259905106,1540,33.686870434167574,0
-17.550710409999766,0.04488276212558996,1.316264933245714e-08,8.846995628163036,1555,54.101085067136864,1
-12.555950150229553,0.007239020190038709,3.033838902915783e-11,17.74450228616054,1550,16.560769064490746,0
-10.541399429326557,0.014920140184170864,1.1934432009945808e-11,15.473000429580532,1555,15.87503649090066,0
-20.168161735702192,0.1018003877026332,3.3934355644357846e-05,7.846346221742631,1552,97.94772547853871,2
-20.952567760263825,0.056868708923962216,0.0006391062893142109,4.684480926573864,1540,112.19249843912951,2
-13.446982005634196,0.005533853462097146,9.742279955729979e-10,14.930913395662207,1552,31.25912779305604,0
-13.741070556335917,0.013359658629714628,2.0515004788800995e-11,17.33836381038109,1555,21.874623462194467,0
-14.80814235214696,0.03092474594551648,7.92428920819191e-08,12.302626130360185,1555,48.51669142417222,1
-16.378829368129587,0.029308335073269808,1.975229649610804e-07,8.306057534944896,1540,74.14782855924159,1
-13.650996726926856,0.013320315646701296,3.13031973711626e-10,17.241034346798124,1540,11.277460360123435,0
-12.756975576933469,0.013075924689304366,9.64431260635777e-10,17.430122431007696,1552,14.347625260971634,0
-10.080140747472052,0.010922109243173841,1.9592681932048016e-10,14.602443812274077,1550,7.741446930222645,0
-18.168836193687802,0.10794622283087767,0.0009898635649503815,5.941624972312232,1555,90.31238570919245,2
-13.260739634640831,0.022102948965778663,1.6954748775315165e-07,8.21176325443928,1552,56.862470244676786,1
-23.067131450863037,0.09320864009935498,8.798737649246707e-05,7.553018508873593,1540,86.60149322080333,2
-13.082179428915335,0.017313788204195005,7.20723659047888e-11,14.755942639884701,1540,9.432299393143103,0
-19.66284092809972,0.053949001465116206,1.8527790775678792e-05,5.256050716287835,1540,103.121604465152,2
-9.222759042809663,0.008704417504878388,5.239510206631154e-10,14.675240023138256,1540,21.899794604353666,0
-20.041277223234417,0.08631582412473035,0.0003318273087299622,4.272124026208479,1552,86.43621135854002,2
-15.986231906262791,0.022278808608947508,2.459315784345936e-07,9.263713343742266,1555,46.571919358098896,1
-13.443774221228502,0.02279734757664075,3.365293148343515e-08,12.511539867210494,1555,61.86598201213588,1
-11.130250669654949,0.010893426633397686,1.1410504725174764e-11,16.333009569250226,1550,32.356541771873964,0
-13.107401053637007,0.012395451877382033,1.458400746938066e-11,14.783920738807048,1540,25.414666899868383,0
-24.820205872867028,0.05385193997806572,2.1247976019190926e-05,4.2642613499130695,1550,80.02698917946384,2
-13.412620505617536,0.01678499902916684,2.2234817728237898e-10,14.46004374731239,1552,30.573943409727175,0
-14.353740134357928,0.021071328470844294,5.3743594702327325e-08,10.395846736977209,1540,70.68863812690721,1
-13.69276039297826,0.04800972636224815,3.120128056951605e-07,9.15664156153479,1550,65.25089026564636,1
-16.0729844074099,0.030727985770593796,1.0046111280861036e-08,12.02146731888557,1555,68.4185713438581,1
-11.343417397159705,0.017572282753278868,3.720323253282768e-11,15.716730373585428,1552,39.84031306669585,0
-10.679834834443412,0.008563400218516547,9.51828100328351e-11,15.144359688125043,1552,24.730798550588982,0
-10.819113176458837,0.01678477427120348,1.7245364648845986e-11,15.639619558785153,1550,31.152685570971318,0
-20.721918568415894,0.08613521379835914,0.0004378997528763245,4.1775830929254445,1540,84.94412396191402,2
-18.377371044441357,0.09739839574080811,0.00017963361377154184,6.399777499368701,1555,106.57434766618577,2
-17.876681558509947,0.04025970580421498,7.328106106556573e-07,9.184639307555912,1540,55.36427258703169,1
-17.384222630056048,0.03146432563759665,4.6416377228710856e-07,9.739139018930572,1540,41.83105357714902,1
-16.472947345142426,0.04087406944477341,7.984071213303857e-07,8.38515999992057,1550,53.46822675590134,1
-17.845095233610692,0.028336831935222496,1.0095208518387142e-07,10.936585860673505,1540,45.40914616472209,1
-20.45891867567235,0.0898823761814303,0.00013263656037970523,5.146713686498279,1552,112.30921118330113,2
-11.946586834948587,0.008145354161453013,8.97681027881978e-10,16.582410308233648,1552,18.507882882792458,0
-9.658637472958098,0.01590753604649462,3.0578279246624285e-10,15.701973337792301,1555,30.737260453301342,0
-12.4996645854728,0.007268964266940139,3.7097912939600516e-11,15.503884887716556,1552,35.805415651859064,0
-15.877139490798214,0.045044080038635,1.278491924257975e-08,12.237870148951313,1550,47.67506852409427,1
-15.65624469782793,0.034981867975131975,1.8043050685813402e-08,12.028679109382042,1555,78.5943967507428,1
-21.032803560831283,0.08127254218835386,0.00016045437575562188,4.893383457331602,1555,116.17065233943474,2
-16.247887140919538,0.04983448647356402,1.341375583697449e-07,12.122307795464693,1555,44.4743978538529,1
-9.967053288368614,0.01214725075667439,9.823039700435053e-10,14.237886275469123,1540,20.37024358218119,0
-11.634136741845218,0.014455965969122402,6.542524443343556e-10,15.676351014683863,1550,15.824383902489338,0
-11.507146002471455,0.0107768017985375,5.390640010989982e-10,15.903870924046624,1555,12.31089534018073,0
-11.371148316583874,0.015771526069340337,1.455150443003986e-10,17.79107832812859,1550,36.144273793090875,0
-23.65654734336429,0.11747588868885575,0.0007554067085122178,6.735338671550914,1540,109.34636987602101,2
-10.039777044755194,0.009391123228747399,1.440034238962456e-11,15.951291349527525,1540,20.68563056791507,0
-18.742163279858264,0.05813877058863857,2.312504011470522e-05,5.143380579060379,1552,108.69126468902869,2
-19.79411798980041,0.11131170620167544,2.2729165856229273e-06,6.8020837189826375,1555,98.7028384900967,2
-16.46651364806501,0.04573890295997016,1.6173561468121096e-07,8.843180558208136,1540,74.74302528149815,1
-10.83232353191915,0.008728036158906393,4.0579856690540946e-11,17.083258086657285,1552,31.50907694158596,0
-23.866872803866773,0.05438733877643624,3.8418269248338845e-06,6.674803424816391,1540,112.45574849377644,2
-15.275990108620116,0.022484128241436373,4.5231344318491433e-07,11.159787326950145,1552,78.04362718268305,1
-9.862234738629766,0.007560625449687203,1.1506079558492036e-11,14.817793489857092,1552,27.631015538203165,0
-14.473218318222898,0.032524236682344984,3.2820636775508694e-07,9.966153489864388,1550,46.97114714005443,1
-9.276463091637591,0.010023174352054775,1.3858233435814648e-10,17.638381564443776,1540,26.882564376100337,0
-11.5699224851123,0.018804457718291114,1.1003637727048638e-10,16.465998907580335,1550,9.483351122817002,0
-13.234061781470965,0.02492249855648467,2.7716419055684134e-08,8.774056202984129,1552,69.23846832644465,1
-10.79162144919252,0.017258889034812843,1.3197234313935496e-10,15.020014610004303,1552,17.570663849814657,0
-23.24142136481374,0.10053393445182851,6.937682151945772e-06,5.555869243588674,1552,91.63685621310304,2
-13.644056757698856,0.009784634454406419,4.894976621425351e-10,14.093087742943304,1550,14.12430848825661,0
-9.153754305887457,0.014130263309052513,6.292211577549052e-11,16.58003926196627,1552,10.358970602026945,0
-21.09287399199729,0.1039238867616875,0.00014297121755446333,6.708595029332775,1555,114.58229961208627,2
-22.304785231370225,0.09843357618125302,2.537343465593786e-06,5.704089889278807,1555,81.67705417511934,2
-15.257632894123018,0.028554688662250544,7.416069297307058e-07,11.454255877330246,1540,48.41848868568014,1
-20.972421151160685,0.10146735341780472,2.0436857564956265e-06,5.766432079904712,1540,89.54854767394934,2
-16.017181416014594,0.023336497250066462,1.157933154656225e-08,11.28397002315016,1552,55.21515748153893,1
-10.972309211775585,0.010350980795600026,1.1668736977114782e-10,17.127161319380118,1555,33.19845535325186,0
-10.591256779549195,0.00669397464029017,4.832244214794433e-10,14.968924871298267,1550,6.757910401239082,0
-10.06128905848815,0.009250461033366773,4.725790190087491e-10,16.17199253042108,1550,7.803700431336079,0
-11.103668230897366,0.016390265386289196,1.5766933477246014e-11,17.558608132070265,1555,17.991034820316965,0
-16.785568816876054,0.04203150924064852,2.3577614995088296e-07,9.590553712041585,1550,79.17682054710399,1
-24.481780988158604,0.07540046809276936,1.6757321775823013e-05,7.478505509557591,1555,103.22106462098392,2
-13.586257899823469,0.01814992228888689,1.268164947835536e-10,14.659337044548003,1555,18.176217840731738,0
-11.271916053420325,0.019121972131647878,5.918413104745484e-11,17.844762255295656,1550,12.233952595686088,0
-11.399182494440034,0.017782722504778102,1.270029116230122e-10,16.243751886141546,1550,32.71362438143716,0
-22.68201832752338,0.07598228478076437,2.4317678737578702e-05,4.6957147960937435,1550,98.22928165120354,2
-20.4920263715236,0.11450938230060452,2.1751898748686034e-05,5.428163975109028,1550,112.05766778678026,2
-11.395571086496604,0.012035896165851784,1.3869948317750062e-11,17.27323127070121,1555,10.035378822016542,0
-16.791643870136994,0.020042546604017466,1.3180391011376068e-07,10.953276133043206,1555,62.27793674513052,1
-17.971684997371018,0.021553503318292023,6.796704568265987e-07,12.542317571301968,1552,50.10718510957396,1
-12.636746763437577,0.01597343179341701,5.549328452204696e-11,16.087537312631774,1555,35.32481142388951,0
-13.808728170916307,0.04809430360122942,4.3135244835291734e-08,8.777561820395183,1550,64.66351352284985,1
-11.223995942002688,0.012944758675340097,3.045822438589409e-11,14.372411071223597,1555,24.540270876248414,0
-10.565569608091216,0.016646049830331546,4.1944834567670775e-11,16.271107825727512,1552,12.960688892267987,0
-12.004166027444903,0.013978926611070062,2.0225502307520774e-10,14.61567803913162,1552,33.34735471060148,0
-22.123613948070027,0.10470131650379708,1.106719864604359e-06,6.302459631606194,1555,82.47975828142718,2
-13.929658563066596,0.02942724561498515,8.852238446046471e-07,9.439688740857076,1555,61.27563830636399,1
-13.472454593518567,0.03324213199629424,3.848574775662054e-08,10.942759072853404,1555,52.5708039288369,1
-16.613545718657882,0.04640230126651533,1.2104466555727326e-07,12.530687937836172,1540,69.08694904968613,1
-10.71077347698482,0.019991205886559997,1.24860214799443e-11,17.90869673688527,1540,39.766792807551994,0
-14.634954495184738,0.02913739841261747,1.178310074185644e-08,12.678275647047723,1552,62.0496527249047,1
-14.805607971967362,0.04849279384138565,1.2516696181595085e-08,11.962059985920343,1552,49.45615835812458,1
-16.815991149697748,0.026631912652555538,1.6510961557669273e-07,12.08989638212747,1540,64.31828735240181,1
-13.143018665052509,0.02956111697084653,2.0938856117559746e-08,10.55443004112332,1552,55.96557234513081,1
-20.92532847402221,0.10932916441658483,7.874433717427689e-05,3.827806351544005,1555,93.2907887498618,2
-18.173856340596622,0.06493591100087061,3.2148446427489373e-06,4.81175809354734,1540,107.51408740168614,2
-18.21600865965098,0.09452784400420568,0.00011955081132036559,4.089082596426038,1550,89.96386607522206,2
-9.754781204107015,0.011654686231978585,6.878513747579842e-10,15.761496892100842,1555,35.88544169716536,0
-12.40341559989313,0.008783036032389963,8.162770756363278e-10,17.693198033079717,1555,17.47668347967256,0
-9.501284607955641,0.014426104364614847,7.538727353864791e-11,14.15502774221673,1555,25.20736904268837,0
-17.21139841458375,0.0388287410276916,6.333940225824964e-07,11.591801094571908,1550,67.2085161767553,1
-13.30796984195355,0.04963147606234013,3.3602599513736143e-07,10.86884652789682,1540,61.576727710138684,1
-18.370165682270436,0.06409201156521448,5.4388045844861275e-05,4.942551642800557,1552,96.27046827354918,2
-15.086888209108768,0.029507870098467087,1.66432240778936e-07,12.834261161223154,1550,71.31953429062943,1
-13.992858284604116,0.011743750293803933,4.717662240102065e-10,16.289260742520305,1552,21.282190159258487,0
-13.033303831939739,0.019261170698190076,6.567485529310775e-11,15.866732623323458,1540,13.312011482676994,0
-9.629481019668946,0.010386061685647268,1.2330284092263238e-11,17.382505200460074,1555,33.21287578882246,0
-13.668549062767248,0.010502088277100086,6.388858938224972e-11,14.005422097991795,1540,29.99536012372609,0
-9.492765852308104,0.013361439188964794,5.456979250138231e-10,17.33771647962297,1552,26.495909761161244,0
-11.462940306410957,0.01811333787027764,9.707181740509873e-11,16.809035064126657,1552,20.77089566440969,0
-24.028520325238112,0.08413968606000466,2.7510419200978908e-05,4.618607262196092,1552,98.19894780311513,2
-13.797071439326524,0.01870591241009689,4.634344101005091e-10,15.190282865763262,1555,19.08377476850505,0
-13.947063277945135,0.03944828073281119,5.6766726266908e-07,9.90531073392783,1540,67.29801680761601,1
-20.341988756958536,0.11453587293903711,2.4897038549492875e-06,7.875302628214736,1550,87.73076907612659,2
-9.955111251931456,0.01700546282683018,8.20442037314473e-11,16.426048901292877,1552,17.535067341853193,0
-9.487330586807122,0.018082417279542597,1.3884065865981977e-11,17.417032246215758,1540,26.407948647610493,0
-13.141530461472753,0.012501691281149405,6.666781015924756e-11,17.482107865077538,1550,5.774951641542031,0
-10.35814572830177,0.010187091476156374,2.1988029662591613e-10,17.221720172183915,1550,9.634161472375911,0
-9.516172876867873,0.006203506184924633,1.119496600541989e-10,15.641587307958646,1555,39.9039437168938,0
-10.593434073260578,0.013000923372602068,1.0685817125328311e-10,15.027078062151652,1555,18.96882548450991,0
-13.421971946942438,0.010829464184106541,1.1869800212094469e-11,17.6704027850476,1552,34.2701959585861,0
-12.02685465046984,0.010587034083681625,8.155895038229699e-11,14.708165764239626,1555,24.34906246323398,0
-16.03202052363201,0.03184846141031789,7.051828798342177e-08,9.210903590863765,1555,61.84577881853509,1
-21.91281363539103,0.11314904346052831,0.00037140298077522406,5.0449859270475645,1540,91.66980672964671,2
-9.059379620226824,0.012278456836480343,2.282064087389214e-11,17.56456036717404,1550,13.91620475678516,0
-22.05699730701684,0.09674660003338724,1.5011137452018548e-06,5.647324259857333,1550,84.44228530800069,2
-11.43392129110224,0.013788464050291351,2.2867436282911878e-11,16.940092792712683,1550,23.202893912580436,0
-15.408346064950843,0.039426643329602676,6.506693778163346e-08,10.653143445485968,1555,60.87491891059588,1
-9.298895972143576,0.014056954878936441,5.324404912627295e-10,17.289978597160907,1540,30.722404658821297,0
-17.77877865491096,0.03607483518348327,2.5850170294819936e-07,8.652606997112649,1540,67.23911716847056,1
-13.30372964607648,0.0051607294654303845,1.226068328624735e-10,17.90311527419573,1550,13.947368282837655,0
-13.295378875126186,0.017032954711310593,1.4096175149815882e-11,17.94754774640207,1555,18.82085313614494,0
-18.878928503874793,0.10075402501906058,5.6060527076580735e-06,7.442130710939284,1552,82.7425922770439,2
-12.81258347415308,0.009498463894918043,1.9301459105911486e-10,16.403781938150875,1540,23.412888144609102,0
-10.817848752281817,0.015597135897303518,1.1565709762960552e-11,17.74484898497476,1552,26.453046120296207,0
-19.400986291963406,0.05069025836751246,1.0728038196839659e-06,6.054092930471995,1552,91.82634287372393,2
-13.85904329776389,0.008671176194553909,5.793908591106005e-10,15.663654617190037,1550,12.421569728404105,0
-9.606153751035428,0.013375284725961705,5.493835682721145e-10,15.486186045279497,1540,7.821539180936061,0
-12.031224292172967,0.014123170651496701,7.747239858235457e-11,16.969479748359127,1550,37.350834846839525,0
-18.289398098385657,0.11679804220221046,7.21163381041453e-05,6.640870509477528,1555,102.10782755051142,2
-17.805331463553145,0.021079694866060036,4.60403903100477e-07,10.957249657215124,1550,66.01293292469622,1
-9.11280907897994,0.019465298510539797,2.1254843703873763e-11,15.197692499212426,1550,12.462137598619726,0
-15.489257736815073,0.045876704975715527,2.2028926812870725e-07,12.21226038049328,1555,79.99220576535205,1
-13.205459161653232,0.01415337724216462,1.865125949868356e-11,17.005500344116182,1555,21.52211519689494,0
-20.427714785436923,0.06420340568886246,0.0005470631461092453,6.27208261926006,1550,118.16762921339142,2
-14.07688358115006,0.020652224235100245,3.012379116527496e-08,10.714712028988629,1550,79.09281220451908,1
-22.88660521625863,0.11978122199828711,0.00010287659267645493,7.759041429677761,1550,81.41403284162777,2
-22.237259879489844,0.10136660997595684,3.116664884021415e-05,4.692168621154634,1555,118.95037228972055,2
-18.018181051398763,0.08658804738163828,4.2935416769220644e-05,4.787819393498024,1555,83.20472910149584,2
-12.249965657634107,0.018925588279711875,1.3528578822706686e-11,16.197647328243857,1550,38.65644654516491,0
-16.615052123063954,0.030071191726098068,1.895638466435417e-07,8.953580051148975,1552,67.96772791925505,1
-19.759406641753916,0.0668680074433583,0.000592392958014801,7.3324895166580175,1555,116.08077197958173,2
-13.306445917914864,0.03376266595968363,7.530651521857158e-07,8.536992118455663,1550,41.771817239879695,1
-10.838809245660695,0.013754075555121495,6.028933164264035e-11,15.42052659101525,1552,17.038519029518994,0
-9.804501506001943,0.013259906888548462,2.0243658397060906e-11,16.912465749344666,1552,22.232680623186905,0
-15.113988819370213,0.036340642803019296,9.61230426209789e-08,11.587684317563134,1555,45.042104358096275,1
-14.909238548702213,0.030248481874020045,1.1421671860326101e-08,9.975442611783164,1540,62.06350643226536,1
-12.495182165265918,0.015622581329679225,1.3636446185547786e-11,16.328681840705094,1540,7.02721611955794,0
-16.478977409324983,0.03963180094491724,9.44070782778565e-08,9.831515726311695,1540,56.24175636396497,1
-23.8194082847146,0.056150748510748014,2.619339561455762e-06,4.346454837922981,1555,82.72824938970902,2
-20.56869953566994,0.09200115556615866,0.00016551321024370631,3.2839036962815342,1552,119.36748453159787,2
-9.896792198227606,0.005565460856340059,5.424244426205102e-11,16.169199902484316,1550,29.7351501965596,0
-18.4506645056994,0.06592329526524039,1.689206649156802e-05,3.7746484342236166,1540,100.84926018346476,2
-12.16769232564301,0.01094259037413883,2.459996070503085e-10,15.554232405081382,1540,25.876991624489754,0
-14.890590180548033,0.020749127013023935,6.295249548080608e-08,12.929801510576748,1555,54.57163018694316,1
-16.91748662159735,0.0381917466732892,1.0153253011046267e-07,8.304081559249,1540,70.08187711223444,1
-23.209238824663707,0.062377215044585495,4.306997602060629e-05,5.766322010163653,1540,99.95546540972508,2
-12.831296039816278,0.014566612127683874,4.3665154797009476e-10,14.166315839386375,1552,14.51252806280452,0
-14.97235362554364,0.034543341802713415,1.6276379742871335e-08,9.389610053846795,1550,60.74207024275911,1
-23.30490793339681,0.07270078710524835,0.0002763656547424653,5.1324577007978,1555,109.72949011116337,2
-12.097411450650528,0.007445530053973865,3.736038168991547e-10,16.937775728302366,1550,5.562165274335215,0
-14.554628329250747,0.025606421361516658,1.3016530015010327e-07,11.238018306802445,1555,75.73371811216765,1
-14.267903835779475,0.0321208985098538,2.2735329822118882e-07,11.819985246597716,1540,42.08151350778242,1
-12.490953151686531,0.0055609548561319595,1.0250156894987644e-10,15.612125245130947,1555,18.57904640392602,0
-14.080417451603985,0.046916123927953746,7.542658433624327e-08,9.170381019920576,1555,62.815048013952946,1
-17.778451588956848,0.021421421991681514,6.523510527172154e-07,12.366825447793588,1550,66.05601434803667,1
-9.947233346090837,0.019809141939724165,1.9990966077289435e-11,16.37652286140854,1552,18.754630714260067,0
-23.342119741914132,0.0725625282589191,0.0005831536683163695,7.437425933536679,1552,98.54859383055782,2
-15.32184173576384,0.02411309564222986,1.1938560190081696e-07,8.729446232416436,1555,76.73210968039092,1
-16.378750521806925,0.03779713164696252,1.1965317819469963e-07,11.315269318680603,1555,44.56459028747114,1
-21.125297265187065,0.055458209646526806,3.79821548063228e-05,6.955948827816499,1540,100.23174401811926,2
-12.445134893084834,0.006494958831151638,3.506988712427607e-11,17.327141200740638,1552,34.70769384715442,0
-21.742625412875643,0.11207669059615812,3.042655205300272e-06,3.518345677411184,1550,115.55317768871795,2
-24.47281373580009,0.10033387784438061,7.508546899014138e-06,3.2444411475259263,1550,87.18058809134396,2
-23.99701820003604,0.0941213134292137,9.803717801210709e-05,7.709754518306838,1555,105.5133681472828,2
-16.304857251280453,0.03714234179132703,7.848011762296187e-08,11.295649563115804,1552,62.85754605928069,1
-16.96663531105462,0.030209945253176204,1.5622789266595548e-07,12.62436127716705,1540,65.80330767867144,1
-13.913268383086052,0.02704718783393716,2.2570079170318796e-07,10.153367857412276,1552,71.85129753180249,1
-15.338006563865434,0.04696079161406483,9.894467750421987e-07,11.766940574599179,1555,44.68178325507078,1
-14.33131994136822,0.04691391398932809,7.330422364197394e-08,8.832160383312285,1552,77.04170984988428,1
-9.386884254354463,0.005850799303276068,1.1453881990247211e-11,14.713047125955093,1540,25.232626721469106,0
-13.055982373836745,0.025794713098089644,3.4460982958152367e-07,10.75894390553329,1555,60.597547183492395,1
-24.169235693198317,0.0990225378043526,0.00012831865015673334,5.742432230479576,1552,103.61749123115659,2
